opponent_team,was_home,round,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,total_points,player_id,avg_points_last3,avg_minutes_last3,xG_last5,xA_last5,xGI_last5,minutes_ratio,opp_avg_goals_conceded,opp_goals_allowed_last5
17,True,12,90,1,0,0,1,0,0,0,0,8.8,12.5,15.0,3.6,0.14,0.05,0.19,0.17,0,4,2,6,3,328,7.333333333333333,90.0,0.1239999999999999,0.0680000000000001,0.1919999999999999,1.0,0.033105022831050226,0.0
18,False,13,90,1,0,0,0,1,0,0,0,28.0,0.9,2.0,3.1,0.0,0.06,0.06,0.86,4,9,5,18,4,328,7.0,90.0,0.0719999999999999,0.0280000000000001,0.0999999999999999,1.0,0.0446927374301676,0.0
13,True,14,90,1,0,0,0,5,0,0,0,7.6,4.2,5.0,1.7,0.04,0.01,0.05,2.17,2,2,7,11,2,328,3.6666666666666665,90.0,0.0719999999999999,0.0400000000000001,0.1119999999999999,1.0,0.022050716648291068,0.2
8,True,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,3.0,90.0,0.0799999999999999,0.0320000000000001,0.1119999999999999,1.0,0.03380588876772083,0.0
3,False,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,2.0,60.0,0.0359999999999999,0.0280000000000001,0.0639999999999999,0.6666666666666666,0.05145413870246085,0.2
16,True,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,0.6666666666666666,30.0,0.0359999999999999,0.0240000000000001,0.0599999999999999,0.3333333333333333,0.03200883002207505,0.0
19,False,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,0.0,0.0,0.0079999999999999,0.0140000000000001,0.0219999999999999,0.0,0.04285714285714286,0.0
8,False,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,0.0,0.0,0.0079999999999999,0.0020000000000001,0.0099999999999999,0.0,0.03380588876772083,0.0
12,True,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,0.0,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.0
7,True,21,17,0,0,0,0,0,0,0,0,6.8,15.8,6.0,2.9,0.0,0.44,0.44,0.06,0,1,0,1,1,328,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
11,False,22,64,1,0,0,1,0,0,0,0,0.0,0.3,9.0,0.7,0.07,0.0,0.07,0.72,0,0,1,1,3,328,0.3333333333333333,5.666666666666667,0.0,0.0880000000000001,0.0879999999999999,0.06296296296296297,0.04266958424507659,0.0
6,True,23,31,0,0,0,0,0,0,0,0,13.8,0.4,0.0,1.4,0.0,0.0,0.0,0.32,1,5,1,7,1,328,1.3333333333333333,27.0,0.0139999999999999,0.0880000000000001,0.1019999999999999,0.3,0.025527192008879023,0.0
14,False,24,19,0,0,1,0,1,0,0,0,20.6,15.9,6.0,4.3,0.0,0.01,0.01,0.69,2,0,0,2,4,328,1.6666666666666667,37.333333333333336,0.0139999999999999,0.0880000000000001,0.1019999999999999,0.41481481481481486,0.030837004405286344,0.0
9,True,25,90,1,0,0,0,2,0,0,0,18.4,26.7,4.0,4.9,0.0,0.36,0.36,1.88,2,5,3,10,2,328,2.6666666666666665,38.0,0.0139999999999999,0.0900000000000001,0.1039999999999999,0.4222222222222222,0.027563395810363836,0.0
13,False,26,90,1,0,0,0,3,0,0,0,14.4,2.7,4.0,2.1,0.0,0.01,0.01,1.37,5,3,8,16,4,328,2.333333333333333,46.66666666666666,0.0139999999999999,0.1620000000000001,0.1759999999999999,0.5185185185185184,0.022050716648291068,0.0
17,False,27,90,1,0,0,0,1,0,0,0,0.8,11.1,8.0,2.0,0.09,0.02,0.11,1.85,1,5,1,7,2,328,3.333333333333333,66.33333333333333,0.0139999999999999,0.0760000000000001,0.0899999999999999,0.7370370370370369,0.033105022831050226,0.0
18,True,28,90,1,0,0,0,1,0,0,0,19.6,15.7,16.0,5.1,0.1,0.01,0.11,0.88,3,7,3,13,4,328,2.6666666666666665,90.0,0.0179999999999999,0.0800000000000001,0.0979999999999999,1.0,0.0446927374301676,0.0
19,True,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,328,3.333333333333333,90.0,0.0379999999999999,0.0820000000000001,0.1199999999999999,1.0,0.04285714285714286,0.0
2,False,6,79,1,0,0,0,3,0,1,0,1.6,3.2,8.0,1.3,0.21,0.01,0.22,1.11,1,1,4,6,1,329,3.6666666666666665,58.0,0.0959999999999999,0.0460000000000001,0.0,0.6444444444444445,0.025727069351230425,0.0
4,False,7,66,1,0,0,1,0,0,0,0,10.4,16.7,19.0,4.6,0.02,0.06,0.08,0.45,1,1,7,9,3,329,3.6666666666666665,74.33333333333333,0.1239999999999999,0.0440000000000001,0.0,0.8259259259259258,0.04371584699453552,0.2
1,True,8,81,1,0,0,0,1,0,0,0,8.6,21.4,13.0,4.3,0.23,0.04,0.27,1.3,1,5,2,8,2,329,4.333333333333333,76.66666666666667,0.1279999999999999,0.0380000000000001,0.0,0.8518518518518519,0.018575851393188854,0.0
15,False,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,329,2.0,75.33333333333333,0.1679999999999999,0.0440000000000001,0.0,0.837037037037037,0.0407040704070407,0.0
20,True,10,76,1,1,0,1,0,0,0,0,42.2,34.8,25.0,10.2,0.18,0.1,0.28,0.17,0,4,4,8,10,329,1.6666666666666667,49.0,0.1439999999999999,0.0400000000000001,0.0,0.5444444444444444,0.03773584905660377,0.4
9,False,11,58,1,0,0,0,1,0,0,0,5.6,1.8,5.0,1.2,0.02,0.01,0.03,0.86,1,2,1,4,1,329,4.0,52.333333333333336,0.1279999999999999,0.0420000000000001,0.1699999999999999,0.5814814814814815,0.027563395810363836,0.0
17,True,12,90,1,0,0,1,0,0,1,0,0.0,17.4,20.0,3.6,0.36,0.06,0.42,0.17,0,1,0,1,2,329,3.6666666666666665,44.66666666666666,0.0899999999999999,0.0420000000000001,0.1319999999999999,0.4962962962962962,0.033105022831050226,0.0
18,False,13,67,1,1,0,0,1,0,0,0,41.2,4.8,12.0,5.8,0.15,0.03,0.18,0.5,2,2,6,10,10,329,4.333333333333333,74.66666666666667,0.1579999999999999,0.0420000000000001,0.1999999999999999,0.8296296296296297,0.0446927374301676,0.2
13,True,14,81,1,0,2,0,5,0,0,0,24.8,30.0,6.0,6.1,0.0,0.25,0.25,2.17,0,3,3,6,8,329,4.333333333333333,71.66666666666667,0.1419999999999999,0.0400000000000001,0.1819999999999999,0.7962962962962964,0.022050716648291068,0.0
8,True,15,88,1,1,0,0,2,0,0,0,41.0,17.3,28.0,8.6,0.14,0.05,0.19,1.65,0,3,2,5,8,329,6.666666666666667,79.33333333333333,0.1419999999999999,0.0900000000000001,0.2319999999999999,0.8814814814814814,0.03380588876772083,0.2
3,False,16,88,1,1,2,0,2,0,0,0,78.4,40.7,40.0,15.9,0.59,0.8,1.39,2.46,1,2,2,5,16,329,8.666666666666666,78.66666666666667,0.1339999999999999,0.0800000000000001,0.2139999999999999,0.8740740740740741,0.05145413870246085,0.4
16,True,17,83,1,0,0,1,0,0,1,0,5.8,6.1,8.0,2.0,0.02,0.01,0.03,0.6,2,1,0,3,2,329,10.666666666666666,85.66666666666667,0.2479999999999999,0.2380000000000001,0.4859999999999999,0.951851851851852,0.03200883002207505,0.0
19,False,18,90,1,0,1,1,0,0,1,0,32.8,50.0,23.0,10.6,0.19,0.64,0.83,0.91,0,5,2,7,5,329,8.666666666666666,86.33333333333333,0.1799999999999999,0.2280000000000001,0.4079999999999999,0.9592592592592593,0.04285714285714286,0.0
8,False,19,84,1,0,0,0,1,0,0,0,9.0,3.9,24.0,3.7,0.12,0.01,0.13,1.62,1,4,3,8,2,329,7.666666666666667,87.0,0.1879999999999999,0.3500000000000001,0.5379999999999999,0.9666666666666667,0.03380588876772083,0.2
12,True,20,84,1,1,0,0,1,0,1,0,32.6,2.6,24.0,5.9,0.43,0.04,0.47,1.0,0,1,1,2,6,329,3.0,85.66666666666667,0.2119999999999999,0.3020000000000001,0.5139999999999999,0.951851851851852,0.037199124726477024,0.2
7,True,21,90,1,1,0,0,1,0,0,0,47.6,17.8,67.0,13.2,0.63,0.1,0.73,2.39,1,1,2,4,9,329,4.333333333333333,86.0,0.2699999999999999,0.3000000000000001,0.57,0.9555555555555556,0.03056768558951965,0.2
11,False,22,87,1,0,0,1,0,0,1,0,5.2,38.8,5.0,4.9,0.06,0.3,0.36,1.05,0,2,3,5,2,329,5.666666666666667,86.0,0.2779999999999999,0.1600000000000001,0.4379999999999999,0.9555555555555556,0.04266958424507659,0.0
6,True,23,90,1,1,0,0,1,0,0,0,41.8,30.8,23.0,9.6,0.07,0.1,0.17,1.59,0,2,5,7,10,329,5.666666666666667,87.0,0.2859999999999999,0.2180000000000001,0.5039999999999999,0.9666666666666667,0.025527192008879023,0.2
14,False,24,90,1,0,0,0,3,0,0,0,9.4,22.1,14.0,4.6,0.07,0.09,0.16,1.79,1,0,2,3,2,329,7.0,89.0,0.2619999999999999,0.1100000000000001,0.3719999999999999,0.9888888888888889,0.030837004405286344,0.0
9,True,25,90,1,0,0,0,2,0,0,0,2.8,16.8,10.0,3.0,0.19,0.53,0.72,1.88,0,1,2,3,2,329,4.666666666666667,89.0,0.2519999999999999,0.1260000000000001,0.3779999999999999,0.9888888888888889,0.027563395810363836,0.0
13,False,26,71,1,0,0,0,3,0,0,0,7.4,25.6,17.0,5.0,0.08,0.23,0.31,1.37,0,0,1,1,2,329,4.666666666666667,90.0,0.2039999999999999,0.2240000000000001,0.4279999999999999,1.0,0.022050716648291068,0.0
17,False,27,90,1,0,1,0,1,0,0,0,32.8,20.4,17.0,7.0,0.11,0.21,0.32,1.85,1,8,7,16,8,329,2.0,83.66666666666667,0.0939999999999999,0.2500000000000001,0.3439999999999999,0.9296296296296297,0.033105022831050226,0.0
18,True,28,71,1,1,1,0,1,0,0,0,50.4,12.5,28.0,9.1,0.34,0.02,0.36,0.65,0,0,1,1,12,329,4.0,83.66666666666667,0.1039999999999999,0.2320000000000001,0.3359999999999998,0.9296296296296297,0.0446927374301676,0.4
19,True,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,329,7.333333333333333,77.33333333333333,0.1579999999999999,0.2160000000000001,0.3739999999999999,0.8592592592592592,0.04285714285714286,0.0
2,False,6,90,1,0,0,0,3,0,0,0,7.4,2.5,0.0,1.0,0.0,0.01,0.01,1.11,1,2,3,6,2,330,2.6666666666666665,87.66666666666667,0.0819999999999999,0.0440000000000001,0.0,0.9740740740740741,0.025727069351230425,0.0
4,False,7,90,1,0,0,0,3,0,0,0,8.8,4.1,0.0,1.3,0.0,0.04,0.04,1.12,2,0,8,10,2,330,2.6666666666666665,87.66666666666667,0.0819999999999999,0.0440000000000001,0.0,0.9740740740740741,0.04371584699453552,0.2
1,True,8,90,1,0,0,0,1,0,0,0,8.8,11.2,0.0,2.0,0.0,0.02,0.02,1.87,1,1,3,5,2,330,2.0,90.0,0.0819999999999999,0.0440000000000001,0.0,1.0,0.018575851393188854,0.0
15,False,9,90,1,0,0,0,2,0,0,0,14.0,12.7,9.0,3.6,0.04,0.02,0.06,2.14,0,4,3,7,2,330,2.0,90.0,0.0,0.0460000000000001,0.0,1.0,0.0407040704070407,0.0
20,True,10,90,1,0,1,1,0,0,1,0,11.4,29.8,7.0,4.8,0.11,0.04,0.15,0.24,1,1,3,5,5,330,2.0,90.0,0.0079999999999999,0.0200000000000001,0.0,1.0,0.03773584905660377,0.4
9,False,11,90,1,0,0,0,2,0,0,0,13.8,13.7,0.0,2.8,0.0,0.03,0.03,1.44,2,3,4,9,2,330,3.0,90.0,0.0299999999999999,0.0260000000000001,0.0559999999999999,1.0,0.027563395810363836,0.0
17,True,12,90,1,0,0,1,0,0,0,0,23.6,39.5,9.0,7.2,0.04,0.11,0.15,0.17,3,2,5,10,3,330,3.0,90.0,0.0299999999999999,0.0300000000000001,0.0599999999999999,1.0,0.033105022831050226,0.0
18,False,13,90,1,0,0,0,1,0,0,0,8.8,1.4,0.0,1.0,0.0,0.0,0.0,0.86,1,4,4,9,2,330,3.333333333333333,90.0,0.0379999999999999,0.0440000000000001,0.0819999999999999,1.0,0.0446927374301676,0.4
13,True,14,90,1,0,0,0,5,0,0,0,13.6,8.2,2.0,2.4,0.0,0.02,0.02,2.17,4,2,4,10,0,330,2.333333333333333,90.0,0.0379999999999999,0.0400000000000001,0.0779999999999999,1.0,0.022050716648291068,0.0
8,True,15,75,1,0,0,0,1,0,0,0,11.6,14.3,2.0,2.8,0.0,0.03,0.03,0.98,1,2,2,5,2,330,1.6666666666666667,90.0,0.0299999999999999,0.0400000000000001,0.0699999999999999,1.0,0.03380588876772083,0.2
3,False,16,90,1,0,0,0,2,0,0,0,21.0,16.8,0.0,3.8,0.0,0.19,0.19,2.46,2,3,4,9,2,330,1.3333333333333333,85.0,0.0079999999999999,0.0380000000000001,0.0459999999999999,0.9444444444444444,0.05145413870246085,0.4
16,True,17,65,1,0,0,1,0,0,1,0,4.6,0.9,0.0,0.6,0.0,0.01,0.01,0.6,1,3,3,7,2,330,1.3333333333333333,85.0,0.0079999999999999,0.0700000000000001,0.0779999999999999,0.9444444444444444,0.03200883002207505,0.0
19,False,18,90,1,0,0,1,0,0,0,0,26.8,18.6,2.0,4.7,0.04,0.02,0.06,0.91,0,6,4,10,3,330,2.0,76.66666666666667,0.0,0.0500000000000001,0.0499999999999999,0.8518518518518519,0.04285714285714286,0.0
8,False,19,67,1,0,0,0,1,0,0,0,11.6,4.2,2.0,1.8,0.0,0.01,0.01,1.21,0,4,6,10,2,330,2.333333333333333,81.66666666666667,0.0079999999999999,0.0540000000000001,0.0619999999999999,0.9074074074074074,0.03380588876772083,0.2
12,True,20,16,0,0,0,0,1,0,0,0,4.8,0.8,0.0,0.6,0.0,0.0,0.0,0.35,2,0,0,2,1,330,2.333333333333333,74.0,0.0079999999999999,0.0520000000000001,0.0599999999999999,0.8222222222222222,0.037199124726477024,0.2
7,True,21,90,1,0,1,0,1,0,0,0,50.2,22.7,0.0,7.3,0.0,0.1,0.1,2.39,4,7,3,14,10,330,2.0,57.66666666666666,0.0079999999999999,0.0460000000000001,0.0539999999999999,0.6407407407407406,0.03056768558951965,0.2
11,False,22,90,1,0,0,0,1,0,0,0,10.4,3.3,0.0,1.4,0.0,0.01,0.01,1.43,1,3,5,9,2,330,4.333333333333333,57.66666666666666,0.0079999999999999,0.0280000000000001,0.0359999999999999,0.6407407407407406,0.04266958424507659,0.0
6,True,23,90,1,0,0,0,1,0,1,0,13.2,5.0,0.0,1.8,0.0,0.01,0.01,1.59,4,3,3,10,1,330,4.333333333333333,65.33333333333333,0.0079999999999999,0.0280000000000001,0.0359999999999999,0.7259259259259259,0.025527192008879023,0.2
14,False,24,90,1,0,0,0,3,0,0,0,18.6,18.3,5.0,4.2,0.19,0.12,0.31,1.79,1,4,3,8,2,330,4.333333333333333,90.0,0.0,0.0260000000000001,0.0259999999999999,1.0,0.030837004405286344,0.0
9,True,25,90,1,0,0,0,2,0,0,0,10.8,4.8,14.0,3.0,0.32,0.04,0.36,1.88,2,2,3,7,2,330,1.6666666666666667,90.0,0.0379999999999999,0.0480000000000001,0.0859999999999999,1.0,0.027563395810363836,0.0
13,False,26,80,1,0,0,0,3,0,0,0,3.8,1.9,0.0,0.6,0.0,0.01,0.01,1.37,4,1,1,6,2,330,1.6666666666666667,90.0,0.1019999999999999,0.0560000000000001,0.1579999999999999,1.0,0.022050716648291068,0.0
17,False,27,90,1,0,0,0,1,0,0,0,8.2,2.3,6.0,1.7,0.14,0.02,0.16,1.85,3,5,6,14,4,330,2.0,86.66666666666667,0.1019999999999999,0.0380000000000001,0.1399999999999999,0.962962962962963,0.033105022831050226,0.0
18,True,28,90,1,0,0,0,1,0,0,0,5.8,2.8,0.0,0.9,0.0,0.01,0.01,0.88,0,2,6,8,2,330,2.6666666666666665,86.66666666666667,0.1299999999999999,0.0400000000000001,0.1699999999999999,0.962962962962963,0.0446927374301676,0.4
19,True,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,330,2.6666666666666665,86.66666666666667,0.1299999999999999,0.0400000000000001,0.1699999999999999,0.962962962962963,0.04285714285714286,0.0
2,False,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.6666666666666666,3.333333333333333,0.0,0.0,0.0,0.037037037037037035,0.025727069351230425,0.0
4,False,7,76,0,0,0,0,3,0,0,0,1.2,20.4,13.0,3.5,0.25,0.07,0.32,1.07,0,0,2,2,2,331,0.6666666666666666,3.333333333333333,0.0,0.0,0.0,0.037037037037037035,0.04371584699453552,0.2
1,True,8,63,1,0,0,0,1,0,0,0,1.6,0.3,4.0,0.6,0.09,0.0,0.09,1.14,1,1,3,5,2,331,1.0,26.666666666666668,0.0499999999999999,0.0140000000000001,0.0,0.29629629629629634,0.018575851393188854,0.0
15,False,9,5,0,0,0,0,1,0,0,0,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.51,0,0,1,1,1,331,1.3333333333333333,46.333333333333336,0.0679999999999999,0.0140000000000001,0.0,0.5148148148148148,0.0407040704070407,0.0
20,True,10,18,0,0,0,0,0,0,0,0,11.2,12.8,5.0,2.9,0.1,0.02,0.12,0.07,0,2,0,2,1,331,1.6666666666666667,48.0,0.0679999999999999,0.0140000000000001,0.0,0.5333333333333333,0.03773584905660377,0.4
9,False,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,1.3333333333333333,28.666666666666668,0.0879999999999999,0.0180000000000001,0.1059999999999999,0.31851851851851853,0.027563395810363836,0.0
17,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.6666666666666666,7.666666666666667,0.0879999999999999,0.0180000000000001,0.1059999999999999,0.08518518518518518,0.033105022831050226,0.0
18,False,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.3333333333333333,6.0,0.0379999999999999,0.0040000000000001,0.0419999999999999,0.06666666666666667,0.0446927374301676,0.4
13,True,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.0,0.0,0.0199999999999999,0.0040000000000001,0.0239999999999999,0.0,0.022050716648291068,0.0
8,True,15,2,0,0,0,0,0,0,0,0,2.6,4.3,0.0,0.7,0.0,0.06,0.06,0.0,0,0,0,0,1,331,0.0,0.0,0.0199999999999999,0.0040000000000001,0.0239999999999999,0.0,0.03380588876772083,0.2
3,False,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.3333333333333333,0.6666666666666666,0.0,0.0120000000000001,0.0119999999999999,0.007407407407407407,0.05145413870246085,0.2
16,True,17,24,0,0,0,0,0,0,0,0,0.0,1.8,1.0,0.3,0.03,0.01,0.04,0.0,0,0,1,1,1,331,0.3333333333333333,0.6666666666666666,0.0,0.0120000000000001,0.0119999999999999,0.007407407407407407,0.03200883002207505,0.0
19,False,18,8,0,0,0,0,0,0,0,0,1.2,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0,0,1,1,1,331,0.6666666666666666,8.666666666666666,0.0059999999999999,0.0140000000000001,0.0199999999999999,0.0962962962962963,0.04285714285714286,0.0
8,False,19,22,0,1,0,0,0,0,1,0,36.2,3.3,12.0,5.2,0.19,0.02,0.21,0.41,0,1,2,3,6,331,0.6666666666666666,10.666666666666666,0.0059999999999999,0.0140000000000001,0.0199999999999999,0.11851851851851851,0.03380588876772083,0.2
12,True,20,73,1,0,0,0,1,0,0,0,9.6,13.5,6.0,2.9,0.0,0.02,0.02,1.0,1,2,4,7,2,331,2.6666666666666665,18.0,0.0439999999999999,0.0180000000000001,0.0619999999999999,0.2,0.037199124726477024,0.2
7,True,21,72,1,0,0,0,1,0,0,0,11.4,22.0,2.0,3.5,0.03,0.06,0.09,2.33,1,1,5,7,2,331,3.0,34.333333333333336,0.0439999999999999,0.0100000000000001,0.0539999999999999,0.38148148148148153,0.03056768558951965,0.2
11,False,22,24,0,0,0,0,1,0,0,0,1.2,1.3,0.0,0.3,0.0,0.01,0.01,0.71,0,0,2,2,1,331,3.333333333333333,55.66666666666666,0.0499999999999999,0.0220000000000001,0.0719999999999999,0.6185185185185185,0.04266958424507659,0.0
6,True,23,21,0,0,0,0,0,0,0,0,0.0,0.3,5.0,0.4,0.16,0.0,0.16,0.26,0,0,0,0,1,331,1.6666666666666667,56.333333333333336,0.0439999999999999,0.0220000000000001,0.0659999999999999,0.625925925925926,0.025527192008879023,0.2
14,False,24,11,0,0,0,0,1,0,0,0,1.2,3.1,0.0,0.4,0.0,0.01,0.01,0.14,0,0,0,0,1,331,1.3333333333333333,39.0,0.0759999999999999,0.0220000000000001,0.0979999999999999,0.43333333333333335,0.030837004405286344,0.0
9,True,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,1.0,18.666666666666668,0.0379999999999999,0.0200000000000001,0.0579999999999999,0.20740740740740743,0.027563395810363836,0.0
13,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.6666666666666666,10.666666666666666,0.0379999999999999,0.0160000000000001,0.0539999999999999,0.11851851851851851,0.022050716648291068,0.0
17,False,27,2,0,0,0,0,0,0,0,0,0.2,1.6,0.0,0.2,0.0,0.0,0.0,0.13,0,0,1,1,1,331,0.3333333333333333,3.6666666666666665,0.0319999999999999,0.0040000000000001,0.0359999999999999,0.04074074074074074,0.033105022831050226,0.0
18,True,28,18,0,0,0,0,0,0,1,0,0.0,0.8,1.0,0.1,0.1,0.01,0.11,0.23,1,0,2,3,0,331,0.3333333333333333,0.6666666666666666,0.0319999999999999,0.0020000000000001,0.0339999999999999,0.007407407407407407,0.0446927374301676,0.2
19,True,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,331,0.3333333333333333,6.666666666666667,0.0199999999999999,0.0040000000000001,0.0239999999999999,0.07407407407407408,0.04285714285714286,0.0
2,False,6,90,1,0,1,0,3,0,1,0,22.4,31.5,14.0,6.8,0.23,0.12,0.35,1.11,1,2,5,8,4,332,2.6666666666666665,88.33333333333333,0.1179999999999999,0.1640000000000001,0.0,0.9814814814814814,0.025727069351230425,0.0
4,False,7,13,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.6,0.0,0.0,0.0,0.05,1,3,0,4,1,332,3.6666666666666665,88.33333333333333,0.1639999999999999,0.1860000000000001,0.0,0.9814814814814814,0.04371584699453552,0.2
1,True,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,332,2.0,62.66666666666666,0.1639999999999999,0.0980000000000001,0.0,0.6962962962962962,0.018575851393188854,0.0
15,False,9,84,1,1,0,0,1,0,0,0,41.8,27.5,35.0,10.4,0.53,0.07,0.6,1.63,3,2,3,8,9,332,1.6666666666666667,34.333333333333336,0.1639999999999999,0.0760000000000001,0.0,0.38148148148148153,0.0407040704070407,0.2
20,True,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,332,3.333333333333333,32.333333333333336,0.1699999999999999,0.0880000000000001,0.0,0.3592592592592593,0.03773584905660377,0.4
9,False,11,45,1,0,0,0,1,0,1,0,5.0,0.4,0.0,0.5,0.0,0.0,0.0,0.86,0,4,1,5,0,332,3.0,28.0,0.1519999999999999,0.0380000000000001,0.1899999999999999,0.3111111111111111,0.027563395810363836,0.0
17,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,332,3.0,43.0,0.1059999999999999,0.0140000000000001,0.1199999999999999,0.4777777777777778,0.033105022831050226,0.0
18,False,13,22,0,0,0,0,0,0,0,0,15.2,10.1,0.0,2.5,0.0,0.0,0.0,0.36,3,2,3,8,1,332,0.0,15.0,0.1059999999999999,0.0140000000000001,0.1199999999999999,0.16666666666666666,0.0446927374301676,0.0
13,True,14,45,1,0,0,0,3,0,0,0,11.0,14.7,0.0,2.6,0.0,0.01,0.01,1.52,2,1,2,5,1,332,0.3333333333333333,22.33333333333333,0.1059999999999999,0.0140000000000001,0.1199999999999999,0.2481481481481481,0.022050716648291068,0.0
8,True,15,14,0,0,0,0,1,0,0,0,1.4,0.3,0.0,0.2,0.0,0.0,0.0,0.68,0,1,3,4,1,332,0.6666666666666666,22.33333333333333,0.0,0.0020000000000001,0.0019999999999999,0.2481481481481481,0.03380588876772083,0.2
3,False,16,11,0,0,0,0,1,0,0,0,7.4,0.0,0.0,0.7,0.0,0.0,0.0,0.53,1,3,1,5,1,332,1.0,27.0,0.0,0.0020000000000001,0.0019999999999999,0.3,0.05145413870246085,0.2
16,True,17,90,1,0,0,1,0,0,0,0,19.0,32.1,4.0,5.5,0.06,0.02,0.08,0.6,5,3,5,13,5,332,1.0,23.33333333333333,0.0,0.0020000000000001,0.0019999999999999,0.2592592592592592,0.03200883002207505,0.0
19,False,18,87,1,0,0,1,0,0,0,0,10.6,18.3,15.0,4.4,0.19,0.07,0.26,0.91,2,2,5,9,3,332,2.333333333333333,38.333333333333336,0.0119999999999999,0.0060000000000001,0.0179999999999999,0.42592592592592593,0.04285714285714286,0.0
8,False,19,90,1,0,1,0,1,0,0,0,29.8,16.0,8.0,5.4,0.03,0.04,0.07,1.62,4,3,2,9,6,332,3.0,62.66666666666666,0.0499999999999999,0.0200000000000001,0.0699999999999999,0.6962962962962962,0.03380588876772083,0.2
12,True,20,90,1,0,0,0,1,0,0,0,3.6,3.9,2.0,1.0,0.0,0.05,0.05,1.0,0,3,3,6,2,332,4.666666666666667,89.0,0.0559999999999999,0.0260000000000001,0.0819999999999999,0.9888888888888889,0.037199124726477024,0.2
7,True,21,17,0,0,0,0,0,0,0,0,2.2,11.8,2.0,1.6,0.0,0.11,0.11,0.06,0,1,1,2,1,332,3.6666666666666665,89.0,0.0559999999999999,0.0360000000000001,0.0919999999999999,0.9888888888888889,0.03056768558951965,0.2
11,False,22,65,1,0,0,1,0,0,1,0,6.6,11.8,17.0,3.5,0.11,0.04,0.15,0.72,1,1,0,2,2,332,3.0,65.66666666666667,0.0559999999999999,0.0580000000000001,0.1139999999999999,0.7296296296296296,0.04266958424507659,0.0
6,True,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,332,1.6666666666666667,57.333333333333336,0.0659999999999999,0.0620000000000001,0.1279999999999999,0.6370370370370371,0.025527192008879023,0.2
