opponent_team,was_home,round,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,total_points,player_id,avg_points_last3,avg_minutes_last3,xG_last5,xA_last5,xGI_last5,minutes_ratio,opp_avg_goals_conceded,opp_goals_allowed_last5
6,True,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
2,True,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.0
4,False,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.04371584699453552,0.4
12,True,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.0
16,False,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.03200883002207505,0.0
14,True,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.030837004405286344,0.2
11,False,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.04266958424507659,0.0
17,True,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.0
5,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
20,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
18,False,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,True,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
6,False,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
15,False,6,81,1,0,0,0,1,0,0,0,17.8,31.9,0.0,5.0,0.0,0.52,0.52,0.53,3,4,2,9,2,26,6.333333333333333,90.0,0.0519999999999999,0.024,0.0,1.0,0.0407040704070407,0.2
19,True,7,60,0,0,0,1,0,0,0,0,22.6,18.4,0.0,4.1,0.0,0.16,0.16,0.15,5,3,3,11,3,26,6.666666666666667,87.0,0.0519999999999999,0.126,0.0,0.9666666666666667,0.04285714285714286,0.0
10,False,8,90,1,0,0,1,0,0,0,0,11.2,15.6,2.0,2.9,0.0,0.06,0.06,0.44,1,2,2,5,3,26,2.333333333333333,77.0,0.0479999999999999,0.154,0.0,0.8555555555555555,0.03808487486398259,0.0
8,True,9,90,1,0,0,1,0,0,0,0,18.2,15.5,0.0,3.4,0.0,0.03,0.03,0.47,2,9,4,15,5,26,2.6666666666666665,77.0,0.0419999999999999,0.162,0.0,0.8555555555555555,0.03380588876772083,0.0
3,False,10,76,1,0,0,1,0,0,0,0,7.6,14.8,0.0,2.2,0.0,0.02,0.02,0.37,1,2,0,3,3,26,3.6666666666666665,80.0,0.0099999999999999,0.162,0.0,0.8888888888888888,0.05145413870246085,0.0
17,False,11,90,1,0,1,0,2,0,1,0,36.2,27.8,26.0,9.0,0.28,0.09,0.37,0.44,3,4,4,11,5,26,3.6666666666666665,85.33333333333333,0.0,0.158,0.158,0.9481481481481481,0.033105022831050226,0.0
18,True,12,90,1,0,0,0,1,0,0,0,8.8,16.7,2.0,2.8,0.05,0.01,0.06,0.07,2,5,3,10,2,26,4.333333333333333,85.33333333333333,0.0559999999999999,0.072,0.128,0.9481481481481481,0.0446927374301676,0.0
7,False,13,56,1,0,0,0,1,0,1,0,2.2,11.4,0.0,1.4,0.0,0.01,0.01,0.52,0,1,3,4,0,26,3.333333333333333,85.33333333333333,0.0659999999999999,0.042,0.108,0.9481481481481481,0.03056768558951965,0.0
5,True,14,90,1,0,0,1,0,0,0,0,8.6,4.1,0.0,1.3,0.0,0.02,0.02,0.35,1,2,6,9,3,26,2.333333333333333,78.66666666666667,0.0659999999999999,0.032,0.098,0.8740740740740741,0.030204962243797196,0.0
2,False,15,90,1,0,0,0,2,0,0,0,13.2,2.8,0.0,1.6,0.0,0.02,0.02,2.16,1,7,0,8,2,26,1.6666666666666667,78.66666666666667,0.0659999999999999,0.03,0.096,0.8740740740740741,0.025727069351230425,0.0
20,True,16,57,1,0,0,0,0,0,0,0,5.4,16.9,0.0,2.2,0.0,0.03,0.03,0.28,0,2,2,4,1,26,1.6666666666666667,78.66666666666667,0.0659999999999999,0.03,0.096,0.8740740740740741,0.03773584905660377,0.0
9,False,17,90,1,0,0,1,0,0,0,0,8.8,7.4,10.0,2.6,0.14,0.03,0.17,0.2,1,6,2,9,3,26,2.0,79.0,0.0099999999999999,0.018,0.028,0.8777777777777778,0.027563395810363836,0.0
6,True,18,90,1,0,0,0,1,0,0,0,28.8,16.9,23.0,6.9,0.42,0.06,0.48,0.85,1,6,3,10,2,26,2.0,79.0,0.0279999999999999,0.022,0.05,0.8777777777777778,0.025527192008879023,0.0
2,True,19,90,1,1,0,0,1,0,0,0,45.2,24.9,34.0,10.4,0.72,0.08,0.8,2.67,2,2,2,6,8,26,2.0,79.0,0.1119999999999999,0.032,0.144,0.8777777777777778,0.025727069351230425,0.2
4,False,20,90,1,0,0,0,2,0,1,0,21.4,17.4,0.0,3.9,0.0,0.08,0.08,1.43,4,5,12,21,3,26,4.333333333333333,90.0,0.2559999999999999,0.044,0.3,1.0,0.04371584699453552,0.0
12,True,21,90,1,0,0,1,0,0,0,0,17.8,3.8,2.0,2.4,0.0,0.11,0.11,0.36,5,2,5,12,5,26,4.333333333333333,90.0,0.2559999999999999,0.056,0.312,1.0,0.037199124726477024,0.0
16,False,22,78,1,0,0,1,0,0,0,0,12.8,1.5,2.0,1.6,0.0,0.01,0.01,0.28,1,5,1,7,3,26,5.333333333333333,90.0,0.2559999999999999,0.072,0.328,1.0,0.03200883002207505,0.0
14,True,23,57,1,0,0,0,2,0,0,0,10.0,1.8,40.0,5.2,0.31,0.01,0.32,0.44,1,4,1,6,1,26,3.6666666666666665,86.0,0.2279999999999999,0.068,0.296,0.9555555555555556,0.030837004405286344,0.2
11,False,24,90,1,1,0,1,0,0,0,0,45.4,2.6,35.0,8.3,0.35,0.01,0.36,0.15,2,3,6,11,10,26,3.0,75.0,0.2059999999999999,0.058,0.264,0.8333333333333334,0.04266958424507659,0.2
17,True,25,90,1,1,0,1,0,0,0,0,41.4,5.7,9.0,5.6,0.03,0.04,0.07,0.19,0,4,5,9,10,26,4.666666666666667,75.0,0.1319999999999999,0.044,0.176,0.8333333333333334,0.033105022831050226,0.2
5,False,26,90,1,0,0,0,1,0,0,0,10.6,4.1,2.0,1.7,0.0,0.3,0.3,1.51,1,4,1,6,2,26,7.0,79.0,0.1379999999999999,0.036,0.174,0.8777777777777778,0.030204962243797196,0.0
20,False,26,90,1,0,0,0,2,0,0,0,15.4,7.0,0.0,2.2,0.0,0.02,0.02,0.29,3,5,4,12,4,26,7.333333333333333,90.0,0.1379999999999999,0.074,0.212,1.0,0.03773584905660377,0.0
18,False,27,90,1,0,0,0,1,0,0,0,11.2,4.2,6.0,2.1,0.0,0.02,0.02,0.76,3,1,3,7,2,26,5.333333333333333,90.0,0.1379999999999999,0.076,0.214,1.0,0.0446927374301676,0.0
7,True,28,90,1,0,0,0,1,0,0,0,0.0,0.3,1.0,0.1,0.08,0.21,0.29,1.05,3,2,2,7,2,26,2.6666666666666665,90.0,0.0759999999999999,0.078,0.154,1.0,0.03056768558951965,0.0
6,False,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26,2.6666666666666665,90.0,0.0219999999999999,0.118,0.14,1.0,0.025527192008879023,0.0
15,False,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0407040704070407,0.0
19,True,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0
10,False,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03808487486398259,0.0
8,True,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03380588876772083,0.0
3,False,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.05145413870246085,0.0
17,False,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.2
18,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,False,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
5,True,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
2,False,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.2
20,True,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
9,False,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.027563395810363836,0.0
6,True,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
2,True,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.2
4,False,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.04371584699453552,0.0
12,True,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.0
16,False,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03200883002207505,0.0
14,True,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.030837004405286344,0.0
11,False,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.04266958424507659,0.2
17,True,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.2
5,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
20,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
18,False,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,True,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
6,False,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
15,False,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0407040704070407,0.0
19,True,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0
10,False,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03808487486398259,0.0
8,True,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03380588876772083,0.0
3,False,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.05145413870246085,0.0
17,False,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.2
18,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,False,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
5,True,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
2,False,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.2
20,True,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
9,False,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.027563395810363836,0.0
6,True,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
2,True,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.2
4,False,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.04371584699453552,0.0
12,True,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.0
16,False,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03200883002207505,0.0
14,True,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.030837004405286344,0.0
11,False,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.04266958424507659,0.2
17,True,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.2
5,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
20,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
18,False,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,True,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
6,False,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
15,False,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.002,0.0,0.0,0.0407040704070407,0.0
19,True,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0
10,False,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03808487486398259,0.0
8,True,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03380588876772083,0.0
3,False,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.05145413870246085,0.0
17,False,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.0
18,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,False,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
5,True,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
2,False,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.0
20,True,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
9,False,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.027563395810363836,0.0
6,True,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.025527192008879023,0.0
2,True,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.0
4,False,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.04371584699453552,0.0
12,True,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.037199124726477024,0.0
16,False,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.03200883002207505,0.0
14,True,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.030837004405286344,0.0
11,False,24,60,1,0,0,1,0,0,0,0,7.8,10.7,2.0,2.1,0.0,0.01,0.01,0.12,1,2,1,4,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.04266958424507659,0.2
17,True,25,66,1,0,1,1,0,0,0,0,21.6,21.1,18.0,6.1,0.21,0.04,0.25,0.17,1,2,0,3,5,30,0.6666666666666666,20.0,0.0,0.002,0.002,0.2222222222222222,0.033105022831050226,0.0
5,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,2.333333333333333,42.0,0.0419999999999999,0.01,0.052,0.4666666666666667,0.030204962243797196,0.0
20,False,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,2.333333333333333,42.0,0.0419999999999999,0.01,0.052,0.4666666666666667,0.03773584905660377,0.0
18,False,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,1.6666666666666667,22.0,0.0419999999999999,0.01,0.052,0.24444444444444444,0.0446927374301676,0.0
7,True,28,14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0,1,2,1,30,0.0,0.0,0.0419999999999999,0.01,0.052,0.0,0.03056768558951965,0.0
6,False,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0.3333333333333333,4.666666666666667,0.0419999999999999,0.008,0.05,0.05185185185185186,0.025527192008879023,0.0
15,False,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0407040704070407,0.0
19,True,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0
10,False,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.03808487486398259,0.0
8,True,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.03380588876772083,0.0
3,False,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.05145413870246085,0.0
17,False,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.033105022831050226,0.0
18,True,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.0
7,False,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.03056768558951965,0.0
5,True,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.030204962243797196,0.0
2,False,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.025727069351230425,0.0
20,True,16,9,0,0,0,0,1,0,0,0,4.2,0.6,17.0,2.2,0.12,0.0,0.12,0.09,0,1,2,3,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
9,False,17,25,0,0,0,0,0,0,0,0,0.0,4.3,8.0,1.2,0.02,0.02,0.04,0.03,0,0,1,1,1,31,0.3333333333333333,3.0,0.0239999999999999,0.0,0.024,0.03333333333333333,0.027563395810363836,0.0
6,True,18,19,0,0,0,0,0,0,0,0,2.8,1.3,20.0,2.4,0.09,0.01,0.1,0.32,1,0,1,2,1,31,0.6666666666666666,11.333333333333334,0.0279999999999999,0.004,0.032,0.12592592592592594,0.025527192008879023,0.0
2,True,19,13,0,1,0,0,1,0,1,0,35.2,0.0,9.0,4.4,0.09,0.0,0.09,2.0,2,0,1,3,4,31,1.0,17.666666666666668,0.0459999999999999,0.006,0.052,0.1962962962962963,0.025727069351230425,0.2
